29.914432,20.3003,55.084309
29.914432,40.384287,57.566094
29.914432,60.468275,67.023979
29.914432,80.552262,80.682337
29.914432,100.63625,72.300038
29.914432,120.720237,66.756476
29.914432,140.804225,76.312664
29.914432,160.888212,67.532673
29.914432,180.9722,48.057939
29.914432,201.056187,52.669952
29.914432,221.140175,67.574085
29.914432,241.224163,67.690506
29.914432,261.30815,59.289847
29.914432,281.392138,49.282734
29.914432,301.476125,40.195875
29.914432,321.560113,41.320824
29.914432,341.6441,60.229129
29.914432,361.728088,73.06582
29.914432,381.812075,77.996916
29.914432,401.896063,77.772481
29.914432,421.98005,81.665375
29.914432,442.064038,80.226948
29.914432,462.148025,93.68568
29.914432,482.232013,108.92766
29.914432,502.316001,104.89058
29.914432,522.399988,103.675784
29.914432,542.483976,101.355068
29.914432,562.567963,100.753623
29.914432,582.651951,111.502092
29.914432,602.735938,116.765402
29.914432,622.819926,121.757527
29.914432,642.903913,127.05535
29.914432,662.987901,131.546614
29.914432,683.071888,138.835837
29.914432,703.155876,135.955466
29.914432,723.239863,134.614823
29.914432,743.323851,131.468049
29.914432,763.407839,129.982042
29.914432,783.491826,131.471257
29.914432,803.575814,123.149635
29.914432,823.659801,130.704258
29.914432,843.743789,143.659986
29.914432,863.827776,136.775747
29.914432,883.911764,121.41191
29.914432,903.995751,113.433067
29.914432,924.079739,128.69385
29.914432,944.163726,144.25201
29.914432,964.247714,151.461898
29.914432,984.331702,152.793062
50.225379,20.3003,60.195404
50.225379,40.384287,59.86222
50.225379,60.468275,71.079961
50.225379,80.552262,82.738889
50.225379,100.63625,82.602705
50.225379,120.720237,82.606824
50.225379,140.804225,79.111954
50.225379,160.888212,63.330227
50.225379,180.9722,57.077995
50.225379,201.056187,54.143028
50.225379,221.140175,60.612692
50.225379,241.224163,72.760841
50.225379,261.30815,67.004186
50.225379,281.392138,59.482576
50.225379,301.476125,46.848347
50.225379,321.560113,45.04804
50.225379,341.6441,55.539662
50.225379,361.728088,62.634087
50.225379,381.812075,66.755995
50.225379,401.896063,62.836413
50.225379,421.98005,64.244108
50.225379,442.064038,72.042437
50.225379,462.148025,84.898621
50.225379,482.232013,101.557673
50.225379,502.316001,109.334474
50.225379,522.399988,109.853195
50.225379,542.483976,116.479466
50.225379,562.567963,112.535795
50.225379,582.651951,114.438559
50.225379,602.735938,126.386754
50.225379,622.819926,131.46454
50.225379,642.903913,139.892519
50.225379,662.987901,146.081948
50.225379,683.071888,142.389502
50.225379,703.155876,139.598028
50.225379,723.239863,136.319311
50.225379,743.323851,135.502765
50.225379,763.407839,136.185744
50.225379,783.491826,139.168258
50.225379,803.575814,137.683248
50.225379,823.659801,139.754669
50.225379,843.743789,143.71099
50.225379,863.827776,137.419067
50.225379,883.911764,123.791075
50.225379,903.995751,120.900899
50.225379,924.079739,147.86711
50.225379,944.163726,163.148446
50.225379,964.247714,153.369635
50.225379,984.331702,143.280962
70.536326,20.3003,68.391199
70.536326,40.384287,61.431752
70.536326,60.468275,64.535538
70.536326,80.552262,74.55083
70.536326,100.63625,82.935791
70.536326,120.720237,84.927875
70.536326,140.804225,74.831245
70.536326,160.888212,71.862433
70.536326,180.9722,72.246968
70.536326,201.056187,63.49317
70.536326,221.140175,59.215995
70.536326,241.224163,67.16189
70.536326,261.30815,68.655107
70.536326,281.392138,55.702372
70.536326,301.476125,44.960219
70.536326,321.560113,38.534013
70.536326,341.6441,44.074072
70.536326,361.728088,56.097884
70.536326,381.812075,58.441031
70.536326,401.896063,56.195986
70.536326,421.98005,62.869952
70.536326,442.064038,76.953174
70.536326,462.148025,88.278081
70.536326,482.232013,95.254806
70.536326,502.316001,94.93708
70.536326,522.399988,97.381721
70.536326,542.483976,105.504846
70.536326,562.567963,111.760579
70.536326,582.651951,115.641389
70.536326,602.735938,125.738907
70.536326,622.819926,137.246013
70.536326,642.903913,140.847888
70.536326,662.987901,142.831793
70.536326,683.071888,145.086858
70.536326,703.155876,144.18504
70.536326,723.239863,144.390293
70.536326,743.323851,149.440663
70.536326,763.407839,151.213186
70.536326,783.491826,149.683043
70.536326,803.575814,146.568079
70.536326,823.659801,146.626292
70.536326,843.743789,148.025506
70.536326,863.827776,141.044208
70.536326,883.911764,126.238018
70.536326,903.995751,122.335494
70.536326,924.079739,144.390517
70.536326,944.163726,163.41618
70.536326,964.247714,153.66311
70.536326,984.331702,140.572953
90.847273,20.3003,72.064418
90.847273,40.384287,69.711186
90.847273,60.468275,67.743601
90.847273,80.552262,73.780383
90.847273,100.63625,78.024757
90.847273,120.720237,87.156717
90.847273,140.804225,86.822604
90.847273,160.888212,87.763712
90.847273,180.9722,80.115229
90.847273,201.056187,62.820195
90.847273,221.140175,64.810123
90.847273,241.224163,76.390771
90.847273,261.30815,69.406489
90.847273,281.392138,53.540939
90.847273,301.476125,52.577882
90.847273,321.560113,56.733217
90.847273,341.6441,48.399082
90.847273,361.728088,44.394958
90.847273,381.812075,51.158729
90.847273,401.896063,56.815123
90.847273,421.98005,59.158072
90.847273,442.064038,73.739215
90.847273,462.148025,83.5636
90.847273,482.232013,82.975124
90.847273,502.316001,81.245078
90.847273,522.399988,85.703924
90.847273,542.483976,92.123018
90.847273,562.567963,102.456935
90.847273,582.651951,117.834442
90.847273,602.735938,126.98936
90.847273,622.819926,129.192628
90.847273,642.903913,131.351329
90.847273,662.987901,136.309836
90.847273,683.071888,139.534569
90.847273,703.155876,140.958302
90.847273,723.239863,139.400643
90.847273,743.323851,143.719501
90.847273,763.407839,153.443042
90.847273,783.491826,157.310114
90.847273,803.575814,153.611682
90.847273,823.659801,145.247313
90.847273,843.743789,143.800274
90.847273,863.827776,138.601766
